"date","type","year_cumsum","month_value","YoY_value"
"2023-05-01","արևային էլեկտրակայաններ",141.5,37.2,306.3
"2023-06-01","արևային էլեկտրակայաններ",181.4,39.900000000000006,321.9
"2023-07-01","արևային էլեկտրակայաններ",448.6,267.20000000000005,561.1
"2023-08-01","արևային էլեկտրակայաններ",538,89.39999999999998,621.7
"2023-09-01","արևային էլեկտրակայաններ",615.3,77.29999999999995,672.3
"2023-10-01","արևային էլեկտրակայաններ",680.8,65.5,714.8
"2023-11-01","արևային էլեկտրակայաններ",727.2491803278689,46.44918032786893,741.149180327869
"2023-12-01","արևային էլեկտրակայաններ",772.2,44.95081967213116,772.2
"2024-01-01","արևային էլեկտրակայաններ",37.4,37.4,786.6
"2024-02-01","արևային էլեկտրակայաններ",97.4,60.00000000000001,821.7
"2024-03-01","արևային էլեկտրակայաններ",164.4,67,862.5000000000001
"2014-11-01","հողմային էլեկտրակայաններ",NA,NA,NA
"2014-12-01","հողմային էլեկտրակայաններ",NA,NA,NA
"2015-01-01","հողմային էլեկտրակայաններ",NA,NA,NA
"2015-02-01","հողմային էլեկտրակայաններ",NA,NA,NA
"2015-04-01","հողմային էլեկտրակայաններ",NA,NA,NA
"2015-05-01","հողմային էլեկտրակայաններ",NA,NA,NA
"2015-06-01","հողմային էլեկտրակայաններ",NA,NA,NA
"2015-07-01","հողմային էլեկտրակայաններ",NA,NA,NA
"2015-08-01","հողմային էլեկտրակայաններ",NA,NA,NA
"2015-11-01","հողմային էլեկտրակայաններ",NA,NA,NA
"2015-12-01","հողմային էլեկտրակայաններ",NA,NA,NA
"2016-01-01","հողմային էլեկտրակայաններ",NA,NA,NA
"2016-02-01","հողմային էլեկտրակայաններ",NA,NA,NA
"2016-03-01","հողմային էլեկտրակայաններ",0.8,NA,NA
"2016-04-01","հողմային էլեկտրակայաններ",0.8,0,NA
"2016-05-01","հողմային էլեկտրակայաններ",0.9,0.09999999999999998,NA
"2016-06-01","հողմային էլեկտրակայաններ",0.9,0,NA
"2016-07-01","հողմային էլեկտրակայաններ",0.9,0,NA
"2016-08-01","հողմային էլեկտրակայաններ",1,0.09999999999999998,NA
"2016-09-01","հողմային էլեկտրակայաններ",1.1,0.10000000000000009,NA
"2016-10-01","հողմային էլեկտրակայաններ",1.2,0.09999999999999987,NA
"2016-11-01","հողմային էլեկտրակայաններ",1.5,0.30000000000000004,NA
"2016-12-01","հողմային էլեկտրակայաններ",1.8,0.30000000000000004,NA
"2017-01-01","հողմային էլեկտրակայաններ",0.3000000000000001,0.3000000000000001,NA
"2017-02-01","հողմային էլեկտրակայաններ",0.6,0.2999999999999999,NA
"2017-03-01","հողմային էլեկտրակայաններ",0.8,0.20000000000000007,1.7999999999999998
"2017-04-01","հողմային էլեկտրակայաններ",1,0.19999999999999996,1.9999999999999998
"2017-05-01","հողմային էլեկտրակայաններ",1.1,0.10000000000000009,2
"2017-06-01","հողմային էլեկտրակայաններ",1.2,0.09999999999999987,2.0999999999999996
"2017-07-01","հողմային էլեկտրակայաններ",1.2,0,2.0999999999999996
"2017-08-01","հողմային էլեկտրակայաններ",1.3,0.10000000000000009,2.1
"2017-09-01","հողմային էլեկտրակայաններ",1.3,0,2
"2017-10-01","հողմային էլեկտրակայաններ",1.5,0.19999999999999996,2.0999999999999996
"2017-11-01","հողմային էլեկտրակայաններ",1.7,0.19999999999999996,2
"2017-12-01","հողմային էլեկտրակայաններ",2.1,0.40000000000000013,2.1
"2018-01-01","հողմային էլեկտրակայաններ",0.3000000000000001,0.3000000000000001,2.1
"2018-02-01","հողմային էլեկտրակայաններ",0.5,0.1999999999999999,2
"2018-03-01","հողմային էլեկտրակայաններ",0.8,0.30000000000000004,2.1
"2018-04-01","հողմային էլեկտրակայաններ",0.8,0,1.9000000000000001
"2018-05-01","հողմային էլեկտրակայաններ",0.9,0.09999999999999998,1.9
"2018-06-01","հողմային էլեկտրակայաններ",1,0.09999999999999998,1.9000000000000004
"2018-07-01","հողմային էլեկտրակայաններ",1,0,1.9000000000000004
"2018-08-01","հողմային էլեկտրակայաններ",1,0,1.8000000000000003
"2018-09-01","հողմային էլեկտրակայաններ",1.1,0.10000000000000009,1.9000000000000004
"2018-10-01","հողմային էլեկտրակայաններ",1.2,0.09999999999999987,1.8
"2018-11-01","հողմային էլեկտրակայաններ",1.3999999999999997,0.19999999999999973,1.8
"2018-12-01","հողմային էլեկտրակայաններ",1.8999999999999997,0.5,1.8999999999999997
"2019-01-01","հողմային էլեկտրակայաններ",0.6,0.6,2.1999999999999997
"2019-02-01","հողմային էլեկտրակայաններ",0.9,0.30000000000000004,2.3
"2019-03-01","հողմային էլեկտրակայաններ",1.2,0.29999999999999993,2.3
"2019-04-01","հողմային էլեկտրակայաններ",1.3999999999999997,0.19999999999999973,2.4999999999999996
"2019-05-01","հողմային էլեկտրակայաններ",1.6,0.2000000000000004,2.5999999999999996
"2019-06-01","հողմային էլեկտրակայաններ",1.8,0.19999999999999996,2.7
"2019-07-01","հողմային էլեկտրակայաններ",2,0.19999999999999996,2.9000000000000004
"2019-08-01","հողմային էլեկտրակայաններ",2.3,0.2999999999999998,3.2
"2019-09-01","հողմային էլեկտրակայաններ",2.5,0.20000000000000018,3.3
"2019-10-01","հողմային էլեկտրակայաններ",2.6,0.10000000000000009,3.3000000000000003
"2019-11-01","հողմային էլեկտրակայաններ",2.8999999999999995,0.2999999999999994,3.4000000000000004
"2019-12-01","հողմային էլեկտրակայաններ",3.3,0.40000000000000036,3.3
"2020-01-01","հողմային էլեկտրակայաններ",0.5,0.5,3.1999999999999997
"2020-02-01","հողմային էլեկտրակայաններ",0.7,0.19999999999999996,3.0999999999999996
"2020-03-01","հողմային էլեկտրակայաններ",0.9,0.20000000000000007,3
"2020-04-01","հողմային էլեկտրակայաններ",1.1,0.20000000000000007,3.000000000000001
"2020-05-01","հողմային էլեկտրակայաններ",1.3,0.19999999999999996,3
"2020-06-01","հողմային էլեկտրակայաններ",1.3999999999999997,0.09999999999999964,2.8999999999999995
"2020-07-01","հողմային էլեկտրակայաններ",1.5,0.10000000000000031,2.8
"2020-08-01","հողմային էլեկտրակայաններ",1.6,0.10000000000000009,2.6
"2020-09-01","հողմային էլեկտրակայաններ",1.6,0,2.4
"2020-10-01","հողմային էլեկտրակայաններ",1.7,0.09999999999999987,2.4000000000000004
"2020-11-01","հողմային էլեկտրակայաններ",1.8,0.10000000000000009,2.2000000000000006
"2020-12-01","հողմային էլեկտրակայաններ",1.8999999999999997,0.09999999999999964,1.8999999999999997
"2021-01-01","հողմային էլեկտրակայաններ",0.2,0.2,1.5999999999999996
"2021-02-01","հողմային էլեկտրակայաններ",0.4,0.2,1.5999999999999996
"2021-03-01","հողմային էլեկտրակայաններ",0.5,0.09999999999999998,1.4999999999999996
"2021-04-01","հողմային էլեկտրակայաններ",0.6,0.09999999999999998,1.3999999999999995
"2021-05-01","հողմային էլեկտրակայաններ",0.7,0.09999999999999998,1.2999999999999998
"2021-06-01","հողմային էլեկտրակայաններ",0.8,0.10000000000000009,1.2999999999999998
"2021-07-01","հողմային էլեկտրակայաններ",0.9,0.09999999999999998,1.2999999999999998
"2021-08-01","հողմային էլեկտրակայաններ",0.9,0,1.1999999999999997
"2021-09-01","հողմային էլեկտրակայաններ",1,0.09999999999999998,1.2999999999999998
"2021-10-01","հողմային էլեկտրակայաններ",1,0,1.1999999999999997
"2021-11-01","հողմային էլեկտրակայաններ",1.1,0.10000000000000009,1.1999999999999997
"2021-12-01","հողմային էլեկտրակայաններ",1.5,0.3999999999999999,1.5
"2022-01-01","հողմային էլեկտրակայաններ",0.5,0.5,1.8
"2022-02-01","հողմային էլեկտրակայաններ",0.8,0.30000000000000004,1.9000000000000001
"2022-03-01","հողմային էլեկտրակայաններ",1,0.19999999999999996,2
"2022-04-01","հողմային էլեկտրակայաններ",1.1,0.10000000000000009,2
"2022-05-01","հողմային էլեկտրակայաններ",1.1,0,1.9000000000000001
"2022-06-01","հողմային էլեկտրակայաններ",1.2,0.09999999999999987,1.9
"2022-07-01","հողմային էլեկտրակայաններ",1.2,0,1.8
"2022-08-01","հողմային էլեկտրակայաններ",1.3,0.10000000000000009,1.9000000000000001
"2022-09-01","հողմային էլեկտրակայաններ",1.3,0,1.8
"2022-10-01","հողմային էլեկտրակայաններ",1.3999999999999997,0.09999999999999964,1.8999999999999997
"2022-11-01","հողմային էլեկտրակայաններ",1.5,0.10000000000000031,1.9
"2022-12-01","հողմային էլեկտրակայաններ",1.8,0.30000000000000004,1.8
"2023-01-01","հողմային էլեկտրակայաններ",0.2,0.2,1.5
"2023-02-01","հողմային էլեկտրակայաններ",0.7,0.49999999999999994,1.7
"2023-03-01","հողմային էլեկտրակայաններ",0.9,0.20000000000000007,1.7000000000000002
"2023-04-01","հողմային էլեկտրակայաններ",1.1,0.20000000000000007,1.8000000000000003
"2023-05-01","հողմային էլեկտրակայաններ",1.2,0.09999999999999987,1.9000000000000001
"2023-06-01","հողմային էլեկտրակայաններ",1.2,0,1.8
"2023-07-01","հողմային էլեկտրակայաններ",1.3,0.10000000000000009,1.9000000000000001
"2023-08-01","հողմային էլեկտրակայաններ",1.3,0,1.8
"2023-09-01","հողմային էլեկտրակայաններ",1.3999999999999997,0.09999999999999964,1.8999999999999997
"2023-10-01","հողմային էլեկտրակայաններ",1.6,0.2000000000000004,2.0000000000000004
"2023-11-01","հողմային էլեկտրակայաններ",1.8999999999999997,0.2999999999999996,2.2
"2023-12-01","հողմային էլեկտրակայաններ",2.3,0.40000000000000013,2.3
"2024-01-01","հողմային էլեկտրակայաններ",0.3000000000000001,0.3000000000000001,2.4
"2024-02-01","հողմային էլեկտրակայաններ",0.4,0.09999999999999992,1.9999999999999998
"2024-03-01","հողմային էլեկտրակայաններ",0.6,0.19999999999999996,1.9999999999999998
